SpeciesCode,WoodySpecies
SLXCAR,Salix caroliniana
SLXCIN,Salix cinera
SLXCIN,Salix cinerea
SLXDIS,Salix discolor
SLXERI,Salix eriocephala
SLXEXI,Salix exigua
SLXFRA,Salix fragilis
SLXHUM,Salix humilis
SLXLUC,Salix lucida
SLXMYR,Salix myricoides
SLXNIG,Salix nigra
SLXOCC,Salix occidentalis
SLXPED,Salix pedicellaris
SLXPEN,Salix pentandra
SLXPET,Salix petiolaris
SLXPUR,Salix purpurea
SLXSRC,Salix sericea
SLXSRS,Salix serissima
SALIX,Salix sp.
SALKAL,Salsola kali
SALAZU,Salvia azurea
SALCOC,Salvia coccinea
SALLYR,Salvia lyrata
SALOFF,Salvia officinalis
SALPRA,Salvia pratensis
SALREF,Salvia reflexa
SALVIA,Salvia sp.
SALSPL,Salvia splendens
SALSUB,Salvia x superba
SAMCAN,Sambucus canadensis
SAMPUB,Sambucus pubens
SAMBUC,Sambucus sp.
SAMFLO,Samolus floribundus
SANCAN,Sanguinaria canadensis
SANGCA,Sanguisorba canadensis
SANICAN,Sanicula canadensis
SANGRE,Sanicula gregaria
SANIMA,Sanicula marilandica
SANICU,Sanicula sp.
SANITR,Sanicula trifoliata
SAPOFF,Saponaria officinalis
SARPUR,Sarracenia purpurea
SASALB,Sassafras albidum
SATHOR,Satureja hortensis
SAUCER,Saururus cernuus
SAXPEN,Saxifraga pensylvanica
SAXIFR,Saxifraga sp.
SAXVIR,Saxifraga virginiensis
SCACOL,Scabiosa columbaria
SCAPEC,Scandix pecten-veneris
SCHPAL,Scheuchzeria palustris
SCHPURP,Schizachne purpurascens
SCHLIT,Schizachyrium littorale
SCHSCO,Schizachyrium scoparium
SCHIZA,Schizachyrium sp.
SCHACU,Schoenoplectus acutus
SCHAME,Schoenoplectus americanus
SCHMUC,Schoenoplectus mucronatus
SCHPUN,Schoenoplectus pungens
SCHPURS,Schoenoplectus purshianus
SCHSAX,Schoenoplectus saximontanus
SCHSMI,Schoenoplectus smithii
SCHOEN,Schoenoplectus sp.
SCHSUB,Schoenoplectus subterminalis
SCHTAB,Schoenoplectus tabernaemontani
SCHTOR,Schoenoplectus torreyi
SCINON,Scilla nonscripta
SCINON,Scilla non-scripta
SCIATR,Scirpus atrovirens
SCICYP,Scirpus cyperinus
SCIEXP,Scirpus expansus
SCIFLU,Scirpus fluviatilis
SCIGEO,Scirpus georgianus
SCIHAT,Scirpus hattorianus
SCIPED,Scirpus pedicellatus
SCIPEN,Scirpus pendulus
SCIPOL,Scirpus polyphyllus
SCIRPU,Scirpus sp.
SCLANN,Scleranthus annuus
SCLOLI,Scleria oligantha
SCLPAU,Scleria pauciflora
SCLERI,Scleria sp.
SCLTRI,Scleria triglomerata
SCLVER,Scleria verticillata
SCRLAN,Scrophularia lanceolata
SCRMAR,Scrophularia marilandica
SCROPH,Scrophularia sp.
SCUELL,Scutellaria elliptica
SCUGAL,Scutellaria galericulata
SCUINC,Scutellaria incana
SCUINT,Scutellaria integrifolia
SCULAT,Scutellaria lateriflora
SCUNER,Scutellaria nervosa
SCUOVA,Scutellaria ovata
SCUPAR,Scutellaria parvula
SCUSAX,Scutellaria saxatilis
SCUSER,Scutellaria serrata
SCUTEL,Scutellaria sp.
SECCER,Secale cereale
SEDACR,Sedum acre
SEDALB,Sedum album
SEDPUR,Sedum purpuream
SEDPUR,Sedum purpureum
SEDSAR,Sedum sarmentosum
SEDSEX,Sedum sexangulare
SEDUM,Sedum sp.
SEDTEL,Sedum telephioides
SEDTER,Sedum ternatum
SELAPO,Selaginella apoda
SELECL,Selaginella eclipes
SELRUP,Selaginella rupestris
SELAGI,Selaginella sp.
SENANO,Senecio anonymous
SENAUR,Senecio aureus
SENGLA,Senecio glabellus
SENOBO,Senecio obovatus
SENPAU,Senecio pauperculus
SENPLA,Senecio plattensis
SENECI,Senecio sp.
SENSYL,Senecio sylvaticus
SENVUL,Senecio vulgaris
SENHEB,Senna hebecarpa
SENMAR,Senna marilandica
SENNA,Senna sp.
SERAST,Sericocarpus asteroides
SERLIN,Sericocarpus linifolius
SERIOC,Sericocarpus sp.
SETFAB,Setaria faberi
SETGEN,Setaria geniculata
SETGLA,Setaria glauca
SETITA,Setaria italica
SETPAR,Setaria parviflora
SETARI,Setaria sp.
SETVER,Setaria verticillata
SETVIR,Setaria viridis
SHECAN,Shepherdia canadensis
SHEARV,Sherardia arvensis
SIBVIR,Sibara virginica
SICANG,Sicyos angulatus
SIDHER,Sida hermaphrodita
SIDA,Sida sp.
SIDSPI,Sida spinosa
SILANT,Silene antirrhina
SILARM,Silene armeria
SILCARP,Silene caroliniana var. pensylvanica
SILCARW,Silene caroliniana var. wherryi
SILCARP,Silene caroliniana Walter subsp. pensylvanica
SILCARW,Silene caroliniana Walter subsp. wherryi
SILCON,Silene conica
SILCSE,Silene cserei
SILCSE,Silene csereii
SILDIC,Silene dichotoma
SILDIO,Silene dioica
SILLAT,Silene latifolia
SILNIV,Silene nivea
SILNOC,Silene noctiflora
SILREG,Silene regia
SILROT,Silene rotundifolia
SILENE,Silene sp.
SILSTE,Silene stellata
SILVIR,Silene virginica
SILVUL,Silene vulgaris
SLPLAC,Silphium laciniatum
SLPPER,Silphium perfoliatum
SILPHI,Silphium sp.
SLPTER,Silphium terebinthinaceum
SLPTRI,Silphium trifoliatum
SILMAR,Silybum marianum
SINALB,Sinapsis alba
SINARV,Sinapsis arvensis
SINAPI,Sinapsis sp.
SISALT,Sisymbrium altissimum
SISLOE,Sisymbrium loeselii
SISOFF,Sisymbrium officinale
SISYMB,Sisymbrium sp.
SISALB,Sisyrinchium albidum
SISANG,Sisyrinchium angustifolium
SISATL,Sisyrinchium atlanticum
SISMON,Sisyrinchium montanum
SISMUC,Sisyrinchium mucronatum
SISYRI,Sisyrinchium sp.
SIUSUA,Sium suave
SMXECI,Smilax ecirrhata
SMXGLA,Smilax glauca
SMXHER,Smilax herbacea
SMXHIS,Smilax hispida
SMXILL,Smilax illinoensis
SMXLAS,Smilax lasioneura
SMXPUL,Smilax pulverulenta
SMXROT,Smilax rotundifolia
SMILAX,Smilax sp.
SLMCAR,Solanum carolinense
SLMDUL,Solanum dulcamara
SLMLYC,Solanum lycopersicum
SLMNIG,Solanum nigrum
SLMPHY,Solanum physalifolium
SLMROS,Solanum rostratum
SOLANU,Solanum sp.
SLMTRI,Solanum triflorum
SLMTUB,Solanum tuberosum
SOLALT,Solidago altissima
SOLARG,Solidago arguta
SOLBIC,Solidago bicolor
SOLCAE,Solidago caesia
SOLCAN,Solidago canadensis
SOLERE,Solidago erecta
SOLFLE,Solidago flexicaulis
SOLGIG,Solidago gigantea
SOLHIS,Solidago hispida
SOLJUN,Solidago juncea
SOLNEM,Solidago nemoralis
SOLODO,Solidago odora
SOLOHI,Solidago ohioensis
SOLPAT,Solidago patula
SOLPTA,Solidago ptarmicoides
SOLPUB,Solidago puberula
SOLRID,Solidago riddellii
SOLRIG,Solidago rigida
SOLRUG,Solidago rugosa
SOLSEM,Solidago sempervirens
SOLIDA,Solidago sp.
SOLSPE,Solidago speciosa
SOLSPE,Solidago speciosa Nutt. var. rigidiuscula
SOLSPE,Solidago speciosa var. speciosa
SOLSPH,Solidago sphacelata
SOLSQU,Solidago squarrosa
SOLULI,Solidago uliginosa
SOLULM,Solidago ulmifolia
SONARV,Sonchus arvensis
SONASP,Sonchus asper
SONOLE,Sonchus oleraceus
SONCHU,Sonchus sp.
SONOLE,Soncus oleraceus
SORSOR,Sorbaria sorbifolia
SORAUC,Sorbus aucuparia
SORDEC,Sorbus decora
SORBUS,Sorbus sp.
SORNUT,Sorghastrum nutans
SORBIC,Sorghum bicolor
SORHAL,Sorghum halepense
SORGHU,Sorghum sp.
SPAAME,Sparganium americanum
SPAAND,Sparganium androcladum
SPACHL,Sparganium emersum
SPAEUR,Sparganium eurycarpum
SPARGA,Sparganium sp.
SPAPEC,Spartina pectinata
SPHPEN,Spenopholis pensylvanica
SPEARV,Spergula arvensis
SPEMAR,Spergularia marina
SPEMED,Spergularia media
SPERUB,Spergularia rubra
SPERGU,Spergularia sp.
SPEGLA,Spermacoce glabra
MOSS,Sphagnum sp.
SPHNIT,Sphenopholis nitida
SPHOBTM,Sphenopholis obtusata var. major
SPHOBTO,Sphenopholis obtusata var. obtusata
SPHPEN,Sphenopholis pensylvanica
SPHENO,Sphenopholis sp.
SPIALA,Spiraea alba
SPIJAP,Spiraea japonica
SPIPRU,Spiraea prunifolia
SPIRAE,Spiraea sp.
SPITOM,Spiraea tomentosa
SPIVIR,Spiraea virginiana
SPRCERC,Spiranthes cernua var. cernua
SPRCERO,Spiranthes cernua var. ochroleuca
SPRLAC,Spiranthes lacera
SPRLUC,Spiranthes lucida
SPRMAG,Spiranthes magnicamporum
SPROVA,Spiranthes ovalis
SPRROM,Spiranthes romanzoffiana
SPIRAN,Spiranthes sp.
SPRTUB,Spiranthes tuberosa
SPRVER,Spiranthes vernalis
SPIPOL,Spirodela polyrhiza
SPOASP,Sporobolus asper
SPOCRY,Sporobolus cryptandrus
SPOHET,Sporobolus heterolepis
SPONEG,Sporobolus neglectus
SPOOZA,Sporobolus ozarkanus
SPOROB,Sporobolus sp.
SPOVAG,Sporobolus vaginiflorus
STAASP,Stachys aspera
STACOR,Stachys cordata
STAGER,Stachys germanica
STAPAL,Stachys palustris
STACHY,Stachys sp.
STATEN,Stachys tenuifolia
STNDEAD,Standing dead
STATRI,Staphylea trifolia
STEALS,Stellaria alsine
STEAQU,Stellaria aquatica
STEGRA,Stellaria graminea
STEHOL,Stellaria holostea
STELON,Stellaria longifolia
STEMED,Stellaria media
STEPAL,Stellaria pallida
STEPUB,Stellaria pubera
STELLA,Stellaria sp.
STNGRA,Stenanthium gramineum
STISPA,Stipa spartea
STRROS,Streptopus lanceolatus
STRHEL,Strophostyles helvula
STRLEI,Strophostyles leiosperma
STROPH,Strophostyles sp.
STRUMB,Strophostyles umbellata
STUFIL,Stuckenia filiformis
STUPEC,Stuckenia pectinata
STUCKE,Stuckenia sp.
STYDIP,Stylophorum diphyllum
STYBIF,Stylosanthes biflora
STYGRA,Styrax grandifolius
SUACAL,Suaeda calceoliformis
SULSUL,Sullivantia sullivantii
SYMALBA,Symphoricarpos albus var. albus
SYMALBL,Symphoricarpos albus var. laevigatus
SYMOCC,Symphoricarpos occidentalis
SYMORB,Symphoricarpos orbiculatus
SYMPHO,Symphoricarpos sp.
SYMOBL,Symphyotrichom oblongifolium
SYMBOR,Symphyotrichum boreale
SYMBRA,Symphyotrichum ciliatum
SYMCOR,Symphyotrichum cordifolium
SYMDRU,Symphyotrichum drummondii
SYMDUM,Symphyotrichum dumosum
SYMERI,Symphyotrichum ericoides
SYMFIR,Symphyotrichum firmum
SYMFIR,Symphyotrichum laeve
SYMLAN,Symphyotrichum lanceolatum
SYMLAT,Symphyotrichum lateriflorum
SYMLOW,Symphyotrichum lowrieanum
SYMNOV,Symphyotrichum novae-angliae
SYMONT,Symphyotrichum ontarione
SYMOOL,Symphyotrichum oolentangiense
SYMPAT,Symphyotrichum patens
SYMPIL,Symphyotrichum pilosum
SYMPRA,Symphyotrichum praealtum
SYMPRE,Symphyotrichum prenanthoides
SYMPUN,Symphyotrichum puniceum
SYMRAC,Symphyotrichum racemosum
SYMSHO,Symphyotrichum shortii
SYMPHY,Symphyotrichum sp.
SYMSUB,Symphyotrichum subulatum
SYMSAG,Symphyotrichum urophyllum
SYMUND,Symphytrichum undulatum
SYMASP,Symphytum asperum
SYMOFF,Symphytum officinale
SYMPHY,Symphytum sp.
SYNFOE,Symplocarpus foetidus
SYNHIS,Synandra hispidula
SYRVUL,Syringa vulgaris
TAEINT,Taenidia integerrima
TAMCHI,Tamarix chinensis
TANVUL,Tanacetum vulgare
TARLAE,Taraxacum laevigatum
TAROFF,Taraxacum officinale
TARAXA,Taraxacum sp.
TAXDIS,Taxodium distichum
TAXCAN,Taxus canadensis
TEPVIR,Tephrosia virginiana
TEUCAN,Teucrium canadense
THADAS,Thalictrum dasycarpum
THADIO,Thalictrum dioicum
THAPUB,Thalictrum pubescens
THAREV,Thalictrum revolutum
THALIC,Thalictrum sp.
THABAR,Thaspium barbinode
THASPI,Thaspium sp.
THATRI,Thaspium trifoliatum
THEHEX,Thelypteris hexagonaptera
THENOV,Thelypteris novaboracensis
THEPAL,Thelypteris palustris
THEPHE,Thelypteris phegopteris
THELYP,Thelypteris sp.
THLALL,Thlaspi alliaceum
THLARV,Thlaspi arvense
THLPER,Thlaspi perfoliatum
THLASP,Thlaspi sp.
THUOCC,Thuja occidentalis
THYPAS,Thymelaea passerina
THYSER,Thymus serpyllum
TIACOR,Tiarella cordifolia
TILAME,Tilia americana
TILHET,Tilia heterophylla
TILIA,Tilia sp.
TIPDIS,Tipularia discolor
TORARV,Torilis arvensis
TORJAP,Torilis japonica
TORILI,Torilis sp.
TOXRAD,Toxicodendron radicans
TOXRYD,Toxicodendron rydbergii
TOXVER,Toxicodendron vernix
TRABRA,Tradescantia bracteata
TRAOHI,Tradescantia ohiensis
TRADES,Tradescantia sp.
TRASUB,Tradescantia subaspera
TRAVIR,Tradescantia virginiana
TRADUB,Tragogpogon dubius
TRADUB,Tragopogon dubius
TRAPOR,Tragopogon porrifolius
TRAPRA,Tragopogon pratensis
TRAGOP,Tragopogon sp.
TRIFRA,Triadenum fraseri
TRIADE,Triadenum sp.
TRITUB,Triadenum tubulosum
TRIVIR,Triadenum virginicum
TRIWAL,Triadenum walteri
TRIGLU,Triantha glutinosa
TRITER,Tribulus terrestris
TRIBOS,Trichomanes boschianum
TRIINT,Trichomanes intricatum
TRICHO,Trichomanes sp.
TRIPLA,Trichophorum planifolium
TRIDOC,Trichostema dichotomum
TRISET,Trichostema setaceum
TRICHS,Trichostema sp.
TRIFLA,Tridens flavus
TRIBOR,Trientalis borealis
TRFARV,Trifolium arvense
TRFAUR,Trifolium aureum
TRFCAM,Trifolium campestre
TRFDUB,Trifolium dubium
TRFHYB,Trifolium hybridum
TRFINC,Trifolium incarnatum
TRFPRA,Trifolium pratense
TRFREF,Trifolium reflexum
TRFREP,Trifolium repens
TRIFOL,Trifolium sp.
TRFSTO,Trifolium stoloniferum
TRIMAR,Triglochin maritima
TRIPAL,Triglochin palustre
TRIGLO,Triglochin sp.
TRLCER,Trillium cernuum
TRLERE,Trillium erectum
TRLFLE,Trillium flexipes
TRLGRA,Trillium grandiflorum
TRLNIV,Trillium nivale
TRLREC,Trillium recurvatum
TRLSES,Trillium sessile
TRILLI,Trillium sp.
TRLUND,Trillium undulatum
TRDPER,Triodanis perfoliata
TRIANG,Triosteum angustifolium
TRIAUR,Triosteum aurantiacum
TRIPER,Triosteum perfoliatum
TRIOST,Triosteum sp.
TRITRI,Triphora trianthophora
TRIPUR,Triplasis purpurea
TRIDAC,Tripsacum dactyloides
TRIAES,Triticum aestivum
TROLAX,Trollius laxus
TSUCAN,Tsuga canadensis
TULGES,Tulipa gesneriana
TUSFAR,Tussilago farfara
TYPANG,Typha angustifolia
TYPLAT,Typha latifolia
TYPHA,Typha sp.
TYPGLA,Typha x glauca
ULMAME,Ulmus americana
ULMPUM,Ulmus pumila
ULMRUB,Ulmus rubra
ULMUS,Ulmus sp.
ULMTHO,Ulmus thomasii
URTCHA,Urtica chamaedryoides
URTIDIOP,Urtica dioica L. var. procera
URTDIOD,Urtica dioica var. dioica
URTGRA,Urtica gracilis
URTICA,Urtica sp.
UTRCOR,Utricularia cornuta
UTRGEM,Utricularia geminiscapa
UTRGIB,Utricularia gibba
UTRINT,Utricularia intermedia
UTRMIN,Utricularia minor
UTRICU,Utricularia sp.
UTRVUL,Utricularia vulgaris
UVUGRA,Uvularia grandiflora
UVUPER,Uvularia perfoliata
UVUSES,Uvularia sessilifolia
UVULAR,Uvularia sp.
VACHIS,Vaccaria hispanica
VACANG,Vaccinium angustifolium
VACCOR,Vaccinium corymbosum
VACMAC,Vaccinium macrocarpon
VACMYR,Vaccinium myrtilloides
VACOXY,Vaccinium oxycoccos
VACPAL,Vaccinium pallidum
VACCIN,Vaccinium sp.
VACSTA,Vaccinium stamineum
VALCIL,Valeriana ciliata
VALOFF,Valeriana officinalis
VALPAU,Valeriana pauciflora
VALERI,Valeriana sp.
VALULI,Valeriana uliginosa
VALCHE,Valerianella chenopodifolia
VALLOC,Valerianella locusta
VALRAD,Valerianella radiata
VALERN,Valerianella sp.
VALUMB,Valerianella umbilicata
VALAME,Vallisneria americana
VERVIRI,Veratrum viride
VERBLA,Verbascum blattaria
VERPHL,Verbascum phlomoides
VERBAS,Verbascum sp.
VERTHA,Verbascum thapsus
VERVIRG,Verbascum virgatum
VERBRA,Verbena bracteata
VERCAN,Verbena canadensis
VERHAS,Verbena hastata
VERSIM,Verbena simplex
VERBEN,Verbena sp.
VERSTR,Verbena stricta
VERURT,Verbena urticifolia
VERALT,Verbesina alternifolia
VERHEL,Verbesina helianthoides
VEROCC,Verbesina occidentalis
VERBES,Verbesina sp.
VERVIRA,Verbesina virginica
VERFAS,Vernonia fasciculata
VERGIG,Vernonia gigantea
VERMIS,Vernonia missurica
VERNOV,Vernonia noveboracensis
VERNON,Vernonia sp.
VERAGR,Veronica agrestis
VERAME,Veronica americana
VERANA,Veronica anagallis-aquatica
VERARV,Veronica arvensis
VERBEC,Veronica beccabunga
VERCAT,Veronica catenata
VERCHA,Veronica chamaedrys
VERFIL,Veronica filiformis
VERHED,Veronica hederaefolia
VERHED,Veronica hederifolia
VERLAT,Veronica latifolia
VERLON,Veronica longifolia
VEROFF,Veronica officinalis
VERPERP,Veronica peregrina var. peregrina
VERPERX,Veronica peregrina var. xalapensis
VERPER,Veronica persica
VERPOL,Veronica polita
VERSCU,Veronica scutellata
VERSER,Veronica serpyllifolia
VERONI,Veronica sp.
VERVER,Veronica verna
VERVIRM,Veronicastrum virginicum
VIBACE,Viburnum acerifolium
VIBALN,Viburnum alnifolium
VIBCAS,Viburnum cassinoides
VIBDEN,Viburnum dentatum
VIBLAN,Viburnum lantana
VIBLEN,Viburnum lentago
VIBMOL,Viburnum molle
VIBOPUA,Viburnum opulus L. var. americana
VIBOPUO,Viburnum opulus var. opulus
VIBPRU,Viburnum prunifolium
VIBRAF,Viburnum rafinesquianum
VIBREC,Viburnum recognitum
VIBRUF,Viburnum rufidulum
VIBSIE,Viburnum seiboldii
VIBURN,Viburnum sp.
VICAME,Vicia americana
VICANG,Vicia angustifolia
VICCAR,Vicia caroliniana
VICCRA,Vicia cracca
VICDAS,Vicia dasycarpa
VICHIR,Vicia hirsuta
VICSAT,Vicia sativa
VICIA,Vicia sp.
VICTET,Vicia tetrasperma
VICVIL,Vicia villosa
VINMAJ,Vinca major
VINMIN,Vinca minor
VINNIG,Vincetoxicum nigrum
VIOARV,Viola arvensis
VIOBLA,Viola blanda
VIOCAN,Viola canadensis
VIOCON,Viola conspersa
VIOCUC,Viola cucullata
VIOHAS,Viola hastata
VIOLAN,Viola lanceolata
VIOMAC,Viola macloskeyi
VIOMIS,Viola missouriensis
VIONEP,Viola nephrophylla
VIOODO,Viola odorata
VIOPPED,Viola palmata L. var. pedatifida
VIOPPAL,Viola palmata var. palmata
VIOPPED,Viola palmata var. pedatifida
VIOPED,Viola pedata
VIOPRI,Viola primulifolia
VIOPUB,Viola pubescens
VIORAF,Viola rafinesquii
VIOROS,Viola rostrata
VIOROT,Viola rotundifolia
VIOSAG,Viola sagittata
VIOSOR,Viola sororia
VIOLA,Viola sp.
VIOLA2,Viola sp. 2
VIOSTR,Viola striata
VIOTRC,Viola tricolor
VIOTRP,Viola tripartita
VIOVIL,Viola villosa
VIOWAL,Viola walteri
VITNEG,Vitex negundo
VITAES,Vitis aestivalis
VITCIN,Vitis cinerea
VITLAB,Vitis labrusca
VITRIP,Vitis riparia
VITIS,Vitis sp.
VITVUL,Vitis vulpina
VITAPP,Vittaria appalachiana
VULBRO,Vulpia bromoides
VULMYU,Vulpia myuros
VULOCT,Vulpia octoflora
WALFRA,Waldsteinia fragarioides
WISFLO,Wisteria floribunda
WISFRU,Wisteria frutescens
WOLBOR,Wolffia borealis
WOLBRA,Wolffia brasiliensis
WOLCOL,Wolffia columbiana
WOLFFI,Wolffia sp.
WOLGLA,Wolffiella gladiata
WOOILV,Woodsia ilvensis
WOOOBT,Woodsia obtusa
WOODSI,Woodsia sp.
WOOARE,Woodwardia areolata
WOODWA,Woodwardia sp.
WOOVIR,Woodwardia virginica
XANTHI,Xanthium sp.
XANSPI,Xanthium spinosum
XANSTR,Xanthium strumarium
XANSIM,Xanthorhiza simplicissima
XYRDIF,Xyris difformis
XYRIS,Xyris sp.
XYRTOR,Xyris torta
YUCFIL,Yucca filamentosa
ZANPAL,Zannichellia palustris
ZANAME,Zanthoxylum americanum
ZEAMAY,Zea mays
ZIGELE,Zigadenus elegans
ZIZAQU,Zizania aquatica
ZIZAPT,Zizia aptera
ZIZAUR,Zizia aurea
ZIZIA,Zizia sp.
ZOSDUB,Zosterella dubia
